Name	Meta	main_role	sub_role	Function	locus_tag
EG14_RS06850	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0102
CS546_RS00490	Unknown function	Hypothetical proteins	Unknown	serine dehydratase subunit alpha family protein	PgPan_0104
B0493_RS06195	Unknown function	Hypothetical proteins	Unknown	FHA domain-containing protein	PgPan_0105
CS543_RS08615	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0107
CS550_RS04125	Unknown function	Hypothetical proteins	Unknown	GtrA family protein	PgPan_0109
CS388_RS09825	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0110
EG14_RS06770	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0117
CS545_RS05020	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0121
CS545_RS05035	Unknown function	Hypothetical proteins	Unknown	elongation factor G	PgPan_0124
AT291_RS10095	Unknown function	Hypothetical proteins	Unknown	YgiQ family radical SAM protein	PgPan_0125
CF003_RS16990	Unknown function	Hypothetical proteins	Unknown	DUF5020 family protein	PgPan_0128
CF003_RS16940	Unknown function	Hypothetical proteins	Unknown	AMP nucleosidase	PgPan_0134
CS374_RS00650	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_0140
CS544_RS01495	Unknown function	Hypothetical proteins	Unknown	DUF4292 domain-containing protein	PgPan_0141
B0490_RS06410	Unknown function	Hypothetical proteins	Unknown	YihY/virulence factor BrkB family protein	PgPan_0144
CF003_RS16870	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0147
CS543_RS08380	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0149
CF002_RS05515	Unknown function	Hypothetical proteins	Unknown	phosphatidylserine decarboxylase family protein	PgPan_0151
CS059_RS08180	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0162
PGS_RS04470	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0172
CS543_RS08145	Unknown function	Hypothetical proteins	Unknown	ClbS/DfsB family four-helix bundle protein	PgPan_0173
AT291_RS09355	Unknown function	Hypothetical proteins	Unknown	nitroreductase	PgPan_0174
PGS_RS04450	Unknown function	Hypothetical proteins	Unknown	S9 family peptidase	PgPan_0175
B0493_RS09120	Unknown function	Hypothetical proteins	Unknown	DUF2807 domain-containing protein	PgPan_0176
CF003_RS16655	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0179
PGJ_RS04180	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0180
HMPREF1555_RS06520	Unknown function	Hypothetical proteins	Unknown	DUF4876 domain-containing protein	PgPan_0187
CS548_RS06380	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0189
CF002_RS05230	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0193
CS387_RS01185	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_0194
CS543_RS08005	Unknown function	Hypothetical proteins	Unknown	SWIM zinc finger family protein	PgPan_0199
CF002_RS05180	Unknown function	Hypothetical proteins	Unknown	calcium/sodium antiporter	PgPan_0203
AT291_RS09535	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0210
PGF_RS06335	Unknown function	Hypothetical proteins	Unknown	O-antigen ligase family protein	PgPan_0211
CS550_RS04785	Unknown function	Hypothetical proteins	Unknown	PaaI family thioesterase	PgPan_0218
B0490_RS09410	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0234
CF003_RS15945	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase family 9 protein	PgPan_0235
CLI74_RS06275	Unknown function	Hypothetical proteins	Unknown	DUF4254 domain-containing protein	PgPan_0236
B0493_RS04980	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0237
CF002_RS04735	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase family 4 protein	PgPan_0239
CS059_RS08655	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase family 4 protein	PgPan_0245
CS387_RS00885	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase family 2 protein	PgPan_0246
CS059_RS08665	Unknown function	Hypothetical proteins	Unknown	DUF4369 domain-containing protein	PgPan_0247
B0492_RS03265	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0253
CS374_RS10930	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0261
PGF_RS05750	Unknown function	Hypothetical proteins	Unknown	replication-associated recombination protein A	PgPan_0275
PGF_RS05735	Unknown function	Hypothetical proteins	Unknown	ATPase	PgPan_0278
PGJ_RS03655	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0280
CS549_RS09475	Unknown function	Hypothetical proteins	Unknown	GSCFA domain-containing protein	PgPan_0282
CS059_RS08880	Unknown function	Hypothetical proteins	Unknown	DUF4827 domain-containing protein	PgPan_0285
CF003_RS16280	Unknown function	Hypothetical proteins	Unknown	GNAT family N-acetyltransferase	PgPan_0289
AT291_RS05125	Unknown function	Hypothetical proteins	Unknown	TIGR01212 family radical SAM protein	PgPan_0290
CS544_RS00600	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0291
CF002_RS04410	Unknown function	Hypothetical proteins	Unknown	AhpC/TSA family protein	PgPan_0292
CS545_RS05955	Unknown function	Hypothetical proteins	Unknown	DUF3108 domain-containing protein	PgPan_0293
CF002_RS04345	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0305
SJDPG2_RS05000	Unknown function	Hypothetical proteins	Unknown	CoA transferase subunit A	PgPan_0310
CS544_RS00500	Unknown function	Hypothetical proteins	Unknown	dihydroorotate dehydrogenase	PgPan_0311
CS550_RS05325	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0320
PGA7_RS03785	Unknown function	Hypothetical proteins	Unknown	MBOAT family protein	PgPan_0324
CS544_RS00435	Unknown function	Hypothetical proteins	Unknown	lipase	PgPan_0325
CS548_RS05600	Unknown function	Hypothetical proteins	Unknown	lipase	PgPan_0326
PGJ_RS08610	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0331
PGF_RS09095	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_0341
B0492_RS04155	Unknown function	Hypothetical proteins	Unknown	DUF4295 domain-containing protein	PgPan_0351
PGS_RS10465	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0355
CF002_RS08875	Unknown function	Hypothetical proteins	Unknown	NAD(P)H-dependent oxidoreductase	PgPan_0360
CS544_RS07605	Unknown function	Hypothetical proteins	Unknown	DUF1232 domain-containing protein	PgPan_0366
AT291_RS06130	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0368
CS548_RS10495	Unknown function	Hypothetical proteins	Unknown	DUF4270 family protein	PgPan_0374
CS546_RS04125	Unknown function	Hypothetical proteins	Unknown	DUF2156 domain-containing protein	PgPan_0377
CBG53_RS02920	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_0387
B0490_RS06930	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_0388
PGS_RS04190	Unknown function	Hypothetical proteins	Unknown	DUF4290 domain-containing protein	PgPan_0393
CS543_RS08890	Unknown function	Hypothetical proteins	Unknown	RNA methyltransferase	PgPan_0398
CS546_RS09310	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0401
CLI74_RS03865	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0404
PGJ_RS02525	Unknown function	Hypothetical proteins	Unknown	acyltransferase	PgPan_0405
CF003_RS15050	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0408
CS550_RS06365	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0409
CS387_RS10735	Unknown function	Hypothetical proteins	Unknown	diacylglycerol kinase family lipid kinase	PgPan_0410
PGA7_RS02855	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase	PgPan_0412
CS548_RS04820	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase family 4 protein	PgPan_0413
CF001_RS15845	Unknown function	Hypothetical proteins	Unknown	SPOR domain-containing protein	PgPan_0416
SJDPG2_RS02780	Unknown function	Hypothetical proteins	Unknown	NfeD family protein	PgPan_0420
CS549_RS09735	Unknown function	Hypothetical proteins	Unknown	SPFH/Band 7/PHB domain protein	PgPan_0421
HMPREF1555_RS06320	Unknown function	Hypothetical proteins	Unknown	pyridoxal phosphate-dependent aminotransferase	PgPan_0429
SJDPG2_RS07640	Unknown function	Hypothetical proteins	Unknown	DUF4286 family protein	PgPan_0431
B0493_RS08825	Unknown function	Hypothetical proteins	Unknown	PhoH family protein	PgPan_0433
CBG53_RS02635	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0437
CLI74_RS09965	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0438
B0493_RS07715	Unknown function	Hypothetical proteins	Unknown	metallophosphoesterase family protein	PgPan_0444
queC	Unknown function	Hypothetical proteins	Unknown	7-cyano-7-deazaguanine synthase QueC	PgPan_0445
AT291_RS05225	Unknown function	Hypothetical proteins	Unknown	DUF3298 and DUF4163 domain-containing protein	PgPan_0446
CS544_RS10610	Unknown function	Hypothetical proteins	Unknown	DUF3078 domain-containing protein	PgPan_0450
PGJ_RS02755	Unknown function	Hypothetical proteins	Unknown	AAA family ATPase	PgPan_0451
CS549_RS06845	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0452
B0492_RS05080	Unknown function	Hypothetical proteins	Unknown	DUF3822 family protein	PgPan_0453
SJDPG2_RS09645	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0457
PGS_RS02975	Unknown function	Hypothetical proteins	Unknown	FeoB-associated Cys-rich membrane protein	PgPan_0458
CS544_RS10660	Unknown function	Hypothetical proteins	Unknown	phospholipase	PgPan_0460
CS059_RS09555	Unknown function	Hypothetical proteins	Unknown	S46 family peptidase	PgPan_0466
HMPREF1555_RS05265	Unknown function	Hypothetical proteins	Unknown	DUF2027 domain-containing protein	PgPan_0468
CF002_RS03840	Unknown function	Hypothetical proteins	Unknown	DUF1015 domain-containing protein	PgPan_0469
B0490_RS05285	Unknown function	Hypothetical proteins	Unknown	amidinotransferase	PgPan_0477
PGF_RS06710	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0491
lepA	Unknown function	Hypothetical proteins	Unknown	elongation factor 4	PgPan_0498
AT291_RS05825	Unknown function	Hypothetical proteins	Unknown	hemerythrin domain-containing protein	PgPan_0503
CS059_RS09290	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0507
CS059_RS09255	Unknown function	Hypothetical proteins	Unknown	SDR family NAD(P)-dependent oxidoreductase	PgPan_0513
EG14_RS05405	Unknown function	Hypothetical proteins	Unknown	DUF3467 domain-containing protein	PgPan_0515
CS059_RS09240	Unknown function	Hypothetical proteins	Unknown	DUF4293 domain-containing protein	PgPan_0516
CLI74_RS09570	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0519
CBG53_RS02170	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_0521
CS374_RS10145	Unknown function	Hypothetical proteins	Unknown	gamma carbonic anhydrase family protein	PgPan_0522
PGS_RS03415	Unknown function	Hypothetical proteins	Unknown	DUF4301 family protein	PgPan_0524
CS388_RS08645	Unknown function	Hypothetical proteins	Unknown	DUF349 domain-containing protein	PgPan_0572
CS549_RS04145	Unknown function	Hypothetical proteins	Unknown	nucleotide pyrophosphohydrolase	PgPan_0573
CS550_RS10200	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0576
CS544_RS06680	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0582
PGS_RS08310	Unknown function	Hypothetical proteins	Unknown	LTA synthase family protein	PgPan_0586
B0490_RS04630	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0587
CS550_RS10780	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_0650
SJDPG2_RS10990	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_0651
CS374_RS05150	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0653
CS374_RS05140	Unknown function	Hypothetical proteins	Unknown	zinc-dependent metalloprotease	PgPan_0655
PGJ_RS09065	Unknown function	Hypothetical proteins	Unknown	DUF4294 domain-containing protein	PgPan_0657
CS548_RS10640	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0658
CLI74_RS06750	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0664
SJDPG2_RS04790	Unknown function	Hypothetical proteins	Unknown	outer membrane beta-barrel protein	PgPan_0667
B0490_RS00810	Unknown function	Hypothetical proteins	Unknown	Nif3-like dinuclear metal center hexameric protein	PgPan_0671
CF003_RS20375	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0672
PGJ_RS09155	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0675
PGA7_RS09150	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0676
CF001_RS20305	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0677
PGS_RS10525	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_0687
CF001_RS20620	Unknown function	Hypothetical proteins	Unknown	DUF4837 family protein	PgPan_0689
AT291_RS08205	Unknown function	Hypothetical proteins	Unknown	adenylyltransferase/cytidyltransferase family protein	PgPan_0691
CF001_RS20595	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0694
CS548_RS01290	Unknown function	Hypothetical proteins	Unknown	UvrD-helicase domain-containing protein	PgPan_0695
PGJ_RS09315	Unknown function	Hypothetical proteins	Unknown	ATP-binding protein	PgPan_0698
B0493_RS00700	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0699
EG14_RS02550	Unknown function	Hypothetical proteins	Unknown	DUF4831 family protein	PgPan_0703
SJDPG2_RS05295	Unknown function	Hypothetical proteins	Unknown	DUF3127 domain-containing protein	PgPan_0705
PGA7_RS09360	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0708
CF003_RS20620	Unknown function	Hypothetical proteins	Unknown	DUF5103 domain-containing protein	PgPan_0711
CS388_RS04230	Unknown function	Hypothetical proteins	Unknown	translocation/assembly module TamB	PgPan_0712
PGF_RS00705	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0717
CF001_RS10770	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_0718
EG14_RS02645	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0720
B0493_RS10280	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_0730
HMPREF1555_RS07675	Unknown function	Hypothetical proteins	Unknown	MBL fold metallo-hydrolase	PgPan_0735
CS374_RS03950	Unknown function	Hypothetical proteins	Unknown	YggS family pyridoxal phosphate-dependent enzyme	PgPan_0739
HMPREF1555_RS07645	Unknown function	Hypothetical proteins	Unknown	DUF4494 domain-containing protein	PgPan_0740
CS549_RS05435	Unknown function	Hypothetical proteins	Unknown	DUF3575 domain-containing protein	PgPan_0742
PGF_RS00820	Unknown function	Hypothetical proteins	Unknown	DUF3868 domain-containing protein	PgPan_0743
CF003_RS20830	Unknown function	Hypothetical proteins	Unknown	DUF177 domain-containing protein	PgPan_0750
B0492_RS07455	Unknown function	Hypothetical proteins	Unknown	DUF2723 domain-containing protein	PgPan_0755
CF001_RS20800	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0759
CS387_RS07570	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_0767
PGA7_RS09940	Unknown function	Hypothetical proteins	Unknown	DUF2851 family protein	PgPan_0769
CS549_RS04855	Unknown function	Hypothetical proteins	Unknown	(2Fe-2S)-binding protein	PgPan_0770
B0490_RS10215	Unknown function	Hypothetical proteins	Unknown	GlsB/YeaQ/YmgE family stress response membrane protein	PgPan_0772
CS548_RS00340	Unknown function	Hypothetical proteins	Unknown	NAD(P)-dependent oxidoreductase	PgPan_0774
CS550_RS10745	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_0778
ruvX	Unknown function	Hypothetical proteins	Unknown	Holliday junction resolvase RuvX	PgPan_0779
SJDPG2_RS06190	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_0781
CS549_RS04775	Unknown function	Hypothetical proteins	Unknown	M48 family metallopeptidase	PgPan_0784
CS059_RS04455	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0800
omp28	Unknown function	Hypothetical proteins	Unknown	outer membrane lipoprotein Omp28	PgPan_0801
B0492_RS03035	Unknown function	Hypothetical proteins	Unknown	T9SS type A sorting domain-containing protein	PgPan_0802
CS544_RS05465	Unknown function	Hypothetical proteins	Unknown	DUF3575 domain-containing protein	PgPan_0806
PGF_RS00595	Unknown function	Hypothetical proteins	Unknown	DUF3868 domain-containing protein	PgPan_0807
B0490_RS01325	Unknown function	Hypothetical proteins	Unknown	SufE family protein	PgPan_0814
CS544_RS05420	Unknown function	Hypothetical proteins	Unknown	M28 family peptidase	PgPan_0815
PGA7_RS09660	Unknown function	Hypothetical proteins	Unknown	TraB/GumN family protein	PgPan_0817
CS059_RS04555	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0818
SJDPG2_RS08470	Unknown function	Hypothetical proteins	Unknown	LysM peptidoglycan-binding domain-containing protein	PgPan_0823
HMPREF1555_RS02375	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0831
B0492_RS08170	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0832
PGF_RS02610	Unknown function	Hypothetical proteins	Unknown	DUF2149 domain-containing protein	PgPan_0833
CS546_RS08190	Unknown function	Hypothetical proteins	Unknown	MoxR family ATPase	PgPan_0857
AT291_RS00940	Unknown function	Hypothetical proteins	Unknown	DUF58 domain-containing protein	PgPan_0858
CBG53_RS03620	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0859
CS549_RS08145	Unknown function	Hypothetical proteins	Unknown	TIGR00159 family protein	PgPan_0866
PGA7_RS01885	Unknown function	Hypothetical proteins	Unknown	HDIG domain-containing protein	PgPan_0868
PGA7_RS01875	Unknown function	Hypothetical proteins	Unknown	ComEC/Rec2 family competence protein	PgPan_0870
PGJ_RS01855	Unknown function	Hypothetical proteins	Unknown	DUF4296 domain-containing protein	PgPan_0875
CLI74_RS05430	Unknown function	Hypothetical proteins	Unknown	acyltransferase	PgPan_0876
CS387_RS09990	Unknown function	Hypothetical proteins	Unknown	MmcQ/YjbR family DNA-binding protein	PgPan_0878
AT291_RS04050	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0885
PGF_RS02375	Unknown function	Hypothetical proteins	Unknown	lamin tail domain protein	PgPan_0886
PGJ_RS01750	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0895
mazG	Unknown function	Hypothetical proteins	Unknown	nucleoside triphosphate pyrophosphohydrolase	PgPan_0898
mltG	Unknown function	Hypothetical proteins	Unknown	endolytic transglycosylase MltG	PgPan_0903
CS548_RS02730	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0910
CF001_RS12205	Unknown function	Hypothetical proteins	Unknown	4-alpha-glucanotransferase	PgPan_0913
CF003_RS21485	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_0914
PGF_RS02045	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0916
EG14_RS05180	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0919
CLI74_RS06150	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0920
B0493_RS08085	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0927
CF003_RS18525	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0929
CLI74_RS04885	Unknown function	Hypothetical proteins	Unknown	HAD-IIB family hydrolase	PgPan_0938
HMPREF1555_RS00330	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0939
SJDPG2_RS05190	Unknown function	Hypothetical proteins	Unknown	tetratricopeptide repeat protein	PgPan_0940
CS546_RS07875	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_0944
CF003_RS18350	Unknown function	Hypothetical proteins	Unknown	S41 family peptidase	PgPan_0947
CS374_RS02105	Unknown function	Hypothetical proteins	Unknown	DUF3316 domain-containing protein	PgPan_0948
CLI74_RS04945	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0951
CS546_RS07955	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0958
AT291_RS03980	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0959
PGA7_RS01335	Unknown function	Hypothetical proteins	Unknown	GH3 auxin-responsive promoter family protein	PgPan_0974
EG14_RS04965	Unknown function	Hypothetical proteins	Unknown	PDZ domain-containing protein	PgPan_0980
EG14_RS04960	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0981
CF003_RS18890	Unknown function	Hypothetical proteins	Unknown	DUF695 domain-containing protein	PgPan_0987
EG14_RS04920	Unknown function	Hypothetical proteins	Unknown	NUDIX domain-containing protein	PgPan_0989
CS549_RS06515	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_0996
B0492_RS09625	Unknown function	Hypothetical proteins	Unknown	CvpA family protein	PgPan_1011
CS549_RS06400	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1017
AT291_RS04975	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1019
CBG53_RS09305	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1021
CS549_RS06360	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1024
CF003_RS11885	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1026
CBG53_RS09355	Unknown function	Hypothetical proteins	Unknown	DUF1343 domain-containing protein	PgPan_1029
CS544_RS04380	Unknown function	Hypothetical proteins	Unknown	amidinotransferase	PgPan_1035
B0493_RS07215	Unknown function	Hypothetical proteins	Unknown	transglutaminase domain-containing protein	PgPan_1037
CS543_RS10725	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1042
CF001_RS11650	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1043
CS374_RS02865	Unknown function	Hypothetical proteins	Unknown	DUF4252 domain-containing protein	PgPan_1044
CS550_RS08095	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1045
EG14_RS11545	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1048
CS549_RS06205	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1057
HMPREF1555_RS08155	Unknown function	Hypothetical proteins	Unknown	DUF4271 domain-containing protein	PgPan_1058
yidD	Unknown function	Hypothetical proteins	Unknown	membrane protein insertion efficiency factor YidD	PgPan_1061
CS549_RS06175	Unknown function	Hypothetical proteins	Unknown	DUF805 domain-containing protein	PgPan_1063
CS387_RS08905	Unknown function	Hypothetical proteins	Unknown	rubrerythrin family protein	PgPan_1065
HMPREF1555_RS03260	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1071
CS544_RS10865	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1074
CS546_RS06910	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1075
CLI74_RS06090	Unknown function	Hypothetical proteins	Unknown	FAD-dependent oxidoreductase	PgPan_1084
PGS_RS01260	Unknown function	Hypothetical proteins	Unknown	DUF1905 domain-containing protein	PgPan_1092
CF002_RS07585	Unknown function	Hypothetical proteins	Unknown	nucleotidyltransferase	PgPan_1095
CBG53_RS11120	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1101
HMPREF1555_RS00110	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1106
CS388_RS03885	Unknown function	Hypothetical proteins	Unknown	LptE family protein	PgPan_1108
B0490_RS08520	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1109
CS545_RS09445	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1115
CF002_RS07700	Unknown function	Hypothetical proteins	Unknown	flippase-like domain-containing protein	PgPan_1119
B0492_RS04625	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1123
CS387_RS08610	Unknown function	Hypothetical proteins	Unknown	LPS kinase	PgPan_1127
CF003_RS11360	Unknown function	Hypothetical proteins	Unknown	DUF4924 family protein	PgPan_1130
CBG53_RS07870	Unknown function	Hypothetical proteins	Unknown	YigZ family protein	PgPan_1131
CS387_RS08585	Unknown function	Hypothetical proteins	Unknown	outer membrane beta-barrel protein	PgPan_1132
CS388_RS06420	Unknown function	Hypothetical proteins	Unknown	DUF4835 family protein	PgPan_1137
CS549_RS03525	Unknown function	Hypothetical proteins	Unknown	DUF2023 family protein	PgPan_1144
B0492_RS00660	Unknown function	Hypothetical proteins	Unknown	ATP-binding protein	PgPan_1147
CS387_RS06020	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1149
CS544_RS06910	Unknown function	Hypothetical proteins	Unknown	isoprenylcysteine carboxyl methyltransferase family protein	PgPan_1151
CLI74_RS08040	Unknown function	Hypothetical proteins	Unknown	glycerol acyltransferase	PgPan_1156
PGF_RS08660	Unknown function	Hypothetical proteins	Unknown	patatin-like phospholipase family protein	PgPan_1159
CLI74_RS08060	Unknown function	Hypothetical proteins	Unknown	glycosyltransferase	PgPan_1160
hflX	Unknown function	Hypothetical proteins	Unknown	GTPase HflX	PgPan_1165
yedF	Unknown function	Hypothetical proteins	Unknown	sulfurtransferase-like selenium metabolism protein YedF	PgPan_1167
CS544_RS06815	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1169
CS388_RS06210	Unknown function	Hypothetical proteins	Unknown	DUF4954 family protein	PgPan_1182
CS387_RS06655	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1218
CS387_RS06670	Unknown function	Hypothetical proteins	Unknown	alpha/beta hydrolase	PgPan_1221
CS544_RS07150	Unknown function	Hypothetical proteins	Unknown	DedA family protein	PgPan_1228
B0493_RS09765	Unknown function	Hypothetical proteins	Unknown	YitT family protein	PgPan_1229
B0490_RS03235	Unknown function	Hypothetical proteins	Unknown	NAD(P)-dependent oxidoreductase	PgPan_1230
CS387_RS07650	Unknown function	Hypothetical proteins	Unknown	acyltransferase family protein	PgPan_1233
CBG53_RS08640	Unknown function	Hypothetical proteins	Unknown	metallophosphoesterase	PgPan_1235
EG14_RS11435	Unknown function	Hypothetical proteins	Unknown	DUF1661 domain-containing protein	PgPan_1237
CBG53_RS08690	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1244
dusB	Unknown function	Hypothetical proteins	Unknown	tRNA dihydrouridine synthase DusB	PgPan_1246
PGJ_RS00120	Unknown function	Hypothetical proteins	Unknown	RNA methyltransferase	PgPan_1253
CS546_RS05500	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1256
ychF	Unknown function	Hypothetical proteins	Unknown	redox-regulated ATPase YchF	PgPan_1269
CS374_RS04700	Unknown function	Hypothetical proteins	Unknown	DUF2007 domain-containing protein	PgPan_1277
CS545_RS00220	Unknown function	Hypothetical proteins	Unknown	hypothetical protein	PgPan_1278
